"img","x_pos","y_pos"
"../data/prado/Pintura/P000279.jpg",0.2928341,0.39904842
"../data/prado/Pintura/P007516.jpg",0.8714425,0.7231324
"../data/prado/Pintura/P006608.jpg",0.5718065,0.39457205
"../data/prado/Pintura/P001167.jpg",0.51128674,0.4613994
"../data/prado/Pintura/P001601.jpg",0.78341025,0.40241182
"../data/prado/Pintura/P007270.jpg",0.81477505,0.32351473
"../data/prado/Pintura/P008143.jpg",0.6482296,0.9200729
"../data/prado/Pintura/P004779.jpg",0.88702077,0.68162954
"../data/prado/Pintura/P005467.jpg",0.7769993,0.41582575
"../data/prado/Pintura/P002308.jpg",0.8194424,0.76621395
"../data/prado/Pintura/P003002.jpg",0.5080339,0.4688263
"../data/prado/Pintura/P005473.jpg",0.28372163,0.69191754
"../data/prado/Pintura/P001615.jpg",0.7656819,0.7169874
"../data/prado/Pintura/P007264.jpg",0.80644906,0.3310656
"../data/prado/Pintura/P008157.jpg",0.6740317,0.31156707
"../data/prado/Pintura/P001173.jpg",0.6547557,0.46808326
"../data/prado/Pintura/P005315.jpg",0.4206426,0.8020731
"../data/prado/Pintura/P002491.jpg",0.47522545,0.6546157
"../data/prado/Pintura/P001198.jpg",0.39348185,0.3399434
"../data/prado/Pintura/P001826.jpg",0.6053493,0.5842783
"../data/prado/Pintura/P005498.jpg",0.7765859,0.5394005
"../data/prado/Pintura/P001832.jpg",0.600614,0.6276785
"../data/prado/Pintura/P000292.jpg",0.29044935,0.7320763
"../data/prado/Pintura/P002485.jpg",0.51259923,0.17707303
"../data/prado/Pintura/P003943.jpg",0.778699,0.3939638
"../data/prado/Pintura/P006813.jpg",0.28571254,0.3540736
"../data/prado/Pintura/P008180.jpg",0.29413003,0.58127797
"../data/prado/Pintura/P008194.jpg",0.6790941,0.95887715
"../data/prado/Pintura/P006807.jpg",0.5585617,0.8433431
"../data/prado/Pintura/P000721.jpg",0.24563305,0.62086934
"../data/prado/Pintura/P006350.jpg",0.25071335,0.43805754
"../data/prado/Pintura/P002136.jpg",0.3966839,0.41301388
"../data/prado/Pintura/P005659.jpg",0.88511014,0.7336898
"../data/prado/Pintura/P004547.jpg",0.18854651,0.70036185
"../data/prado/Pintura/P005881.jpg",0.506671,0.2602172
"../data/prado/Pintura/P002888.jpg",0.9304204,0.49043536
"../data/prado/Pintura/P004221.jpg",0.48873946,0.42126164
"../data/prado/Pintura/P002650.jpg",0.47882786,0.39779714
"../data/prado/Pintura/P001359.jpg",0.82383126,0.73516303
"../data/prado/Pintura/P006436.jpg",0.3975691,0.83712065
"../data/prado/Pintura/P007728.jpg",0.87352365,0.32847112
"../data/prado/Pintura/P000047.jpg",0.6636756,0.5564407
"../data/prado/Pintura/P006422.jpg",0.70817524,0.47472045
"../data/prado/Pintura/P000053.jpg",0.5541083,0.5943315
"../data/prado/Pintura/P004235.jpg",0.615487,0.4121935
"../data/prado/Pintura/P002644.jpg",0.26299575,0.29478145
"../data/prado/Pintura/P002122.jpg",0.5999425,0.49148953
"../data/prado/Pintura/P004553.jpg",0.6004421,0.8347381
"../data/prado/Pintura/P005895.jpg",0.52321094,0.91311437
"../data/prado/Pintura/P000735.jpg",0.42508477,0.27487636
"../data/prado/Pintura/P005665.jpg",0.69545203,0.9104749
"../data/prado/Pintura/P003214.jpg",0.7802378,0.47497416
"../data/prado/Pintura/P001403.jpg",0.7112155,0.3523312
"../data/prado/Pintura/P001365.jpg",0.43530375,0.7465872
"../data/prado/Pintura/P007714.jpg",0.4914373,0.44878453
"../data/prado/Pintura/P003566.jpg",0.5820424,0.80331504
"../data/prado/Pintura/P004209.jpg",0.6153622,0.643353
"../data/prado/Pintura/P005117.jpg",0.54399294,0.792518
"../data/prado/Pintura/P002678.jpg",0.7548364,0.27016804
"../data/prado/Pintura/P001371.jpg",0.65728843,0.90422654
"../data/prado/Pintura/P007700.jpg",0.6328165,0.80993736
"../data/prado/Pintura/P000709.jpg",0.7432996,0.65222126
"../data/prado/Pintura/P007066.jpg",0.38875803,0.08378279
"../data/prado/Pintura/P006378.jpg",0.8403594,0.76107055
"../data/prado/Pintura/P001417.jpg",0.95371616,0.51662123
"../data/prado/Pintura/P005671.jpg",0.9220793,0.80450743
"../data/prado/Pintura/P004584.jpg",0.743155,0.74073195
"../data/prado/Pintura/P005842.jpg",0.2916686,0.35496673
"../data/prado/Pintura/P006393.jpg",0.5231216,0.39624232
"../data/prado/Pintura/P007933.jpg",0.9086702,0.43493894
"../data/prado/Pintura/P002693.jpg",0.22728443,0.27839983
"../data/prado/Pintura/P002687.jpg",0.64419216,0.34354505
"../data/prado/Pintura/P000090.jpg",0.7497203,0.6453628
"../data/prado/Pintura/P007927.jpg",0.60670465,0.53549904
"../data/prado/Pintura/P006387.jpg",0.6784694,0.51401997
"../data/prado/Pintura/P007099.jpg",0.6634833,0.22112991
"../data/prado/Pintura/P005856.jpg",0.8515294,0.8155698
"../data/prado/Pintura/P000906.jpg",0.93618923,0.42396015
"../data/prado/Pintura/P002877.jpg",0.43804646,0.5623458
"../data/prado/Pintura/P002863.jpg",0.35408893,0.07242575
"../data/prado/Pintura/P000912.jpg",0.92024934,0.42983258
"../data/prado/Pintura/P006224.jpg",0.68615806,0.46850774
"../data/prado/Pintura/P008209.jpg",0.74652475,0.5912153
"../data/prado/Pintura/P000655.jpg",0.39779237,0.7787065
"../data/prado/Pintura/P004433.jpg",0.61664563,0.6934679
"../data/prado/Pintura/P002042.jpg",0.83294404,0.53875935
"../data/prado/Pintura/P002724.jpg",0.6099644,0.55083054
"../data/prado/Pintura/P004355.jpg",0.6074394,0.41538075
